282 7.5 -7
283 8 -7
284 8.5 -7
285 9 -7
286 0 -7.5
287 0.5 -7.5
288 1 -7.5
289 1.5 -7.5
290 2 -7.5
291 2.5 -7.5
292 3 -7.5
293 3.5 -7.5
294 4 -7.5
295 4.5 -7.5
296 5 -7.5
297 5.5 -7.5
298 6 -7.5
299 6.5 -7.5
300 7 -7.5
301 7.5 -7.5
302 8 -7.5
303 8.5 -7.5
304 9 -7.5
305 0 -8
306 0.5 -8
307 1 -8
308 1.5 -8
309 2 -8
310 2.5 -8
311 3 -8
312 3.5 -8
313 4 -8
314 4.5 -8
315 5 -8
316 5.5 -8
317 6 -8
318 6.5 -8
319 7 -8
320 7.5 -8
321 8 -8
322 8.5 -8
323 9 -8
324 0 -8.5
325 0.5 -8.5
326 1 -8.5
327 1.5 -8.5
328 2 -8.5
329 2.5 -8.5
330 3 -8.5
331 3.5 -8.5
332 4 -8.5
333 4.5 -8.5
334 5 -8.5
335 5.5 -8.5
336 6 -8.5
337 6.5 -8.5
338 7 -8.5
339 7.5 -8.5
340 8 -8.5
341 8.5 -8.5
342 9 -8.5
343 0 -9
344 0.5 -9
345 1 -9
346 1.5 -9
347 2 -9
348 2.5 -9
349 3 -9
350 3.5 -9
351 4 -9
352 4.5 -9
353 5 -9
354 5.5 -9
355 6 -9
356 6.5 -9
357 7 -9
358 7.5 -9
359 8 -9
360 8.5 -9
361 9 -9
20 21 2 1 
21 22 3 2 
22 23 4 3 
23 24 5 4 
24 25 6 5 
25 26 7 6 
26 27 8 7 
27 28 9 8 
28 29 10 9 
29 30 11 10 
30 31 12 11 
31 32 13 12 
32 33 14 13 
33 34 15 14 
34 35 16 15 
35 36 17 16 
36 37 18 17 
37 38 19 18 
39 40 21 20 
40 41 22 21 
41 42 23 22 
42 43 24 23 
43 44 25 24 
44 45 26 25 
45 46 27 26 
46 47 28 27 
47 48 29 28 
48 49 30 29 
49 50 31 30 
50 51 32 31 
51 52 33 32 
52 53 34 33 
53 54 35 34 
54 55 36 35 
55 56 37 36 
56 57 38 37 
58 59 40 39 
59 60 41 40 
60 61 42 41 
61 62 43 42 
62 63 44 43 
63 64 45 44 
64 65 46 45 
65 66 47 46 
66 67 48 47 
67 68 49 48 
68 69 50 49 
69 70 51 50 
70 71 52 51 
71 72 53 52 
72 73 54 53 
73 74 55 54 
74 75 56 55 
75 76 57 56 
77 78 59 58 
78 79 60 59 
79 80 61 60 
80 81 62 61 
81 82 63 62 
82 83 64 63 
83 84 65 64 
84 85 66 65 
85 86 67 66 
86 87 68 67 
87 88 69 68 
88 89 70 69 
89 90 71 70 
90 91 72 71 
91 92 73 72 
92 93 74 73 
93 94 75 74 
94 95 76 75 
96 97 78 77 
97 98 79 78 
98 99 80 79 
99 100 81 80 
100 101 82 81 
101 102 83 82 
102 103 84 83 
103 104 85 84 
104 105 86 85 
105 106 87 86 
106 107 88 87 
107 108 89 88 
108 109 90 89 
109 110 91 90 
110 111 92 91 
111 112 93 92 
112 113 94 93 
113 114 95 94 
115 116 97 96 
116 117 98 97 
117 118 99 98 
118 119 100 99 
119 120 101 100 
120 121 102 101 
121 122 103 102 
122 123 104 103 
123 124 105 104 
124 125 106 105 
125 126 107 106 
126 127 108 107 
127 128 109 108 
128 129 110 109 
129 130 111 110 
130 131 112 111 
131 132 113 112 
132 133 114 113 
134 135 116 115 
135 136 117 116 
136 137 118 117 
137 138 119 118 
138 139 120 119 
139 140 121 120 
140 141 122 121 
141 142 123 122 
142 143 124 123 
143 144 125 124 
144 145 126 125 
145 146 127 126 
146 147 128 127 
147 148 129 128 
148 149 130 129 
149 150 131 130 
150 151 132 131 
151 152 133 132 
153 154 135 134 
154 155 136 135 
155 156 137 136 
156 157 138 137 
157 158 139 138 
158 159 140 139 
159 160 141 140 
160 161 142 141 
161 162 143 142 
162 163 144 143 
163 164 145 144 
164 165 146 145 
165 166 147 146 
166 167 148 147 
167 168 149 148 
168 169 150 149 
169 170 151 150 
170 171 152 151 
172 173 154 153 
173 174 155 154 
174 175 156 155 
175 176 157 156 
176 177 158 157 
177 178 159 158 
178 179 160 159 
179 180 161 160 
180 181 162 161 
181 182 163 162 
182 183 164 163 
183 184 165 164 
184 185 166 165 
185 186 167 166 
186 187 168 167 
187 188 169 168 
188 189 170 169 
189 190 171 170 
191 192 173 172 
192 193 174 173 
193 194 175 174 
194 195 176 175 
195 196 177 176 
196 197 178 177 
197 198 179 178 
198 199 180 179 
199 200 181 180 
200 201 182 181 
201 202 183 182 
202 203 184 183 
203 204 185 184 
204 205 186 185 
205 206 187 186 
206 207 188 187 
207 208 189 188 
208 209 190 189 
210 211 192 191 
211 212 193 192 
212 213 194 193 
213 214 195 194 
214 215 196 195 
215 216 197 196 
216 217 198 197 
217 218 199 198 
218 219 200 199 
219 220 201 200 
220 221 202 201 
221 222 203 202 
222 223 204 203 
223 224 205 204 
224 225 206 205 
225 226 207 206 
226 227 208 207 
227 228 209 208 
229 230 211 210 
230 231 212 211 
231 232 213 212 
232 233 214 213 
233 234 215 214 
234 235 216 215 
235 236 217 216 
236 237 218 217 
237 238 219 218 
238 239 220 219 
239 240 221 220 
240 241 222 221 
241 242 223 222 
242 243 224 223 
243 244 225 224 
244 245 226 225 
245 246 227 226 
246 247 228 227 
248 249 230 229 
249 250 231 230 
250 251 232 231 
251 252 233 232 
252 253 234 233 
253 254 235 234 
254 255 236 235 
255 256 237 236 
256 257 238 237 
257 258 239 238 
258 259 240 239 
259 260 241 240 
260 261 242 241 
261 262 243 242 
262 263 244 243 
263 264 245 244 
264 265 246 245 
265 266 247 246 
267 268 249 248 
268 269 250 249 
269 270 251 250 
270 271 252 251 
271 272 253 252 
272 273 254 253 
273 274 255 254 
274 275 256 255 
275 276 257 256 
276 277 258 257 
277 278 259 258 
278 279 260 259 
279 280 261 260 
280 281 262 261 
281 282 263 262 
282 283 264 263 
283 284 265 264 
284 285 266 265 
286 287 268 267 
287 288 269 268 
288 289 270 269 
289 290 271 270 
290 291 272 271 
291 292 273 272 
292 293 274 273 
293 294 275 274 
294 295 276 275 
295 296 277 276 
296 297 278 277 
297 298 279 278 
298 299 280 279 
299 300 281 280 
300 301 282 281 
301 302 283 282 
302 303 284 283 
303 304 285 284 
305 306 287 286 
306 307 288 287 
307 308 289 288 
308 309 290 289 
309 310 291 290 
310 311 292 291 
311 312 293 292 
312 313 294 293 
313 314 295 294 
314 315 296 295 
315 316 297 296 
316 317 298 297 
317 318 299 298 
318 319 300 299 
319 320 301 300 
320 321 302 301 
321 322 303 302 
322 323 304 303 
324 325 306 305 
325 326 307 306 
326 327 308 307 
327 328 309 308 
328 329 310 309 
329 330 311 310 
330 331 312 311 
331 332 313 312 
332 333 314 313 
333 334 315 314 
334 335 316 315 
335 336 317 316 
336 337 318 317 
337 338 319 318 
338 339 320 319 
339 340 321 320 
340 341 322 321 
341 342 323 322 
343 344 325 324 
344 345 326 325 
345 346 327 326 
346 347 328 327 
347 348 329 328 
348 349 330 329 
349 350 331 330 
350 351 332 331 
351 352 333 332 
352 353 334 333 
353 354 335 334 
354 355 336 335 
355 356 337 336 
356 357 338 337 
357 358 339 338 
358 359 340 339 
359 360 341 340 
360 361 342 341 
1 2 
2 3 
3 4 
4 5 
5 6 
6 7 
7 8 
8 9 
9 10 
10 11 
11 12 
12 13 
13 14 
14 15 
15 16 
16 17 
17 18 
18 19 
19 38 
38 57 
57 76 
76 95 
95 114 
114 133 
133 152 
152 171 
171 190 
190 209 
209 228 
228 247 
247 266 
266 285 
285 304 
304 323 
323 342 
342 361 
361 360 
360 359 
359 358 
358 357 
357 356 
356 355 
355 354 
354 353 
353 352 
352 351 
351 350 
350 349 
349 348 
348 347 
347 346 
346 345 
345 344 
344 343 
343 324 
324 305 
305 286 
286 267 
267 248 
248 229 
229 210 
210 191 
191 172 
172 153 
153 134 
134 115 
115 96 
96 77 
77 58 
58 39 
39 20 
20 1 
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
18
36
54
72
90
108
126
144
162
180
198
216
234
252
270
288
306
324
324
323
322
321
320
319
318
317
316
315
314
313
312
311
310
309
308
307
307
289
271
253
235
217
199
181
163
145
127
109
91
73
55
37
19
1
